,title,date
198," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 댓글창 ㄹㅇ 가관이다 ㅋㅋㅋ 무슨 지들이 사람 생매장 시켜놓고 다음엔 기회따윈 없다 ㅇㅈㄹ하네
 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃음벨이노",2020-09-16
199, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 하 진짜 나중에 성인 돼서 돈 많이 벌면 돈 신경 안 쓰고 뿌링클 닭다리에 뿌링뿌링소스 2통 조지고 치즈볼 20개 쌓아놓고 20분만에 조지고 소떡소떡 조지고 뿌링감자튀김이랑 뿌링핫도그 조진 다음에 배를 배우기 위해 운동 좀 하고 바로 엽떡에 치즈 3번추가존나한다음에 중국당면 추가하고 주먹밥에 계란찜 추가해서 하루만에 조져야겠다 그리고 그 다음날에는 아 어제 너무 무리했다... 생각하면서 고생한 나를 위해 돼지국밥을 존나시켜서 순대 추가한 다음에 뜨끈할때 조져야지 그리고 그날 저녁으로는 교촌 허니콤보,2020-09-16
200, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 3:40 마쟈... 컷편집하지말고 이렇게 배속을 해라.. 옛날에도 느꼈던거지만 만약 슈기가 먹뱉이여도 먹는거에 진심인 사람,2020-09-16
201," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 저번사건은 잊고 항상 응원해용!!!♡
절대 저번사건처럼 사건이 일어나도 좋게 좋게 끝낼수 있게 항상 응원할게용~~♡♡",2020-09-16
202," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show To The Person Who Is Reading This:
❤
❤
You Are Amazing Stay Blessed & Safe 🤩🤩",2020-09-16
203, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 오늘의 먹방은 뿌링클가져왔습니다 뿌링클 스틱으러 주문해서 닭다리만 오는 친구로 주문을 했고요 원래는 10조각인데 너무 물릴까봐 한조각빼서 9조각가져왔습니다 잘먹겠습니다~~,2020-09-16
204, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 슈기 보겸 한명 죽을때 한명은 다시 살아나네,2020-09-16
205," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 인생이 핸복해지는법
1. 유튜브를 킨다.
2.슈기님 영상을 몰아본다.
3.영상중에 시켜서 먹고싶은 음식들을 생각한다.",2020-09-16
206," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 물릴까봐 다리 하나 뺐다는걸 정확히 말해주니까 괜히 좋네..
마지막에도 다 먹은 척 한게 아니라 물려서 다 안먹었다고 정확하게 하고...
(....누구같이 많이 먹은 척 하려는게 아니니까...)
이렇게 또 믿음이 조금씩 가네요!!",2020-09-16
207, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show I arrived a little late but hey the important thing is that the video relaxed me a lot💗💗,2020-09-16
208, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 그 물릴까봐 뺀 한조각 저 주실수 있나여..,2020-09-16
209, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 와 근데 얼굴 진짜 작다.. 닭다리가 얼굴 절반을 차지하네,2020-09-16
210, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 이 언니 초심찾았네.. 이 영상 내가 제일 아끼는 영상으로 해야지♥ 이제 사건이나 문제없이 먹방잘하는 슈기로 계속이어줘요🎀 영상 자주보러올게요★,2020-09-16
211, 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 슈기님 진짜 이번에는 아무런 사건 없이 유튜브 활동해주세요 전에 사건 좀 슈기님 대한 믿음 신뢰가 떨어졌지만 그래도 사람은 실수 하니깐 한번더 믿고 있을게요 응원합니다,2020-09-16
212," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show Me dió hambre :> 
Te quiero 💜",2020-09-16
213," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 다행이다. 슈기를 꼭 챙겨보는 건 아니었지만 가끔 먹고싶은 음식 검색하면 꼭 나오던 유튜버라 몇 번 봤는데, 댓글을 보면 항상 사람들은 칭찬일색이고 하트로 도배돼있고 그랬던 기억이 난다. 그러다 몇개월 전에 무슨 일이 있었다는 것까지만 어렴풋이 들었고, 아무생각없이 들어갔던 관련 영상에서는 다들 조롱하기 바빠서. 그냥 댓글일 뿐인데 표정까지 보이는 듯한 그 섬찟함이 이렇게 멀리서 보는 나에게도 느껴져서 금방 창을 닫았던 기억이 난다.",2020-09-16
214," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 슈기 보고싶어서 보는게 아니라 평소 먹방 틀어놓고 일하는거 좋아하는데 
보던 유튜버들이 다 사라짐 ㅋㅋㅋ
그래서 대체할거 찾다가 여기까지옴,,",2020-09-16
215," 슈기님 뿌링클 닭다리와 바삭치즈볼 먹방! / Mukbang Eating Show 다이어트중인데 대리만족하러온사람
↓
↓
↓",2020-09-16
216, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 一度でいい…,2020-03-30
217, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 田舎民にとってぬるっと新大久保行ける訳ではないから、チーズハットグとかチーズボールとコンビニに売ってほしい絶対売れる,2020-03-30
218, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 치즈볼 한입에 먹는게 너무 좋다,2020-03-30
219, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 한국인들이 안보여 ㅠㅠ 한국인 모여ㅠㅠㅠㅠ,2020-03-30
220, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds ダイエット中なんだけどこの人の動画を見るのが日課なのよね😂,2020-03-30
221," 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds normal person: i'm hungry, goes to eat food
me: i'm hungry, goes and watches people eat which just makes me hungrier",2020-03-30
222," 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 진짜 치즈볼 처음 먹었을때 생각난다
진짜 한입물고 충격먹었는데
아 또 먹고싶다",2020-03-30
223," 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 一回で良いからこのくらいを気にせずにバクバク食べたいって人挙手
↓
↓
↓",2020-03-30
224," 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds Wishing you a happy birthday filled with the love, passion & success you deserve.. Happy belated birthday Kyo Wang Oppa...",2020-03-30
225, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds A TRADUÇÃO ESTÁ MUITO ERRADO AS VEZES NÃO DÁ PARA ENTENDER BELEZA 😃,2020-03-30
226, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 食べてるのを聴きながら字幕で最近の話や思っていること言っててなんか楽しいw,2020-03-30
227, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 난 이분보는 이유가 깨끗하고 시원하게 먹는모습이 좋음,2020-03-30
228," 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 0:29 プリンプリンソースの言い方可愛くて何回か巻き戻ししちゃった( ˊᵕˋ )

チーズボールにソースつけて食べる時の｢サクジュワ〜〜｣っていう音が最高です👏🏻👏🏻",2020-03-30
229, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 今日はずっと横にゆらゆら嬉しそうに揺れてて可愛かった！！！！,2020-03-30
230, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 자막 켜서 보고있으면 스킵 안해도 영상 끝까지 보고있음ㅋㅋ 자막 너무 귀엽다 진짜,2020-03-30
231, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 0:54 eating start,2020-03-30
232, 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds 見るたびハムスター感が増していく…🥺,2020-03-30
233," 교광TV 뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds チーズボールにチーズソース…
チーズ大好きなんだね🧀(  ◜ω◝ )
なんか最近字幕が上手くなりす
ぎてちょっと寂しい( • - •`  )",2020-03-30
234, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 아씨... 사버렸다,2020-07-22
235, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 먹고 싶어서 사와봤대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020-07-22
236, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW ㅋㅋㅋ먹고싶은것을 사봤댄다~,2020-07-22
237, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 치즈볼이 미치긴 뭐가미쳐 임마 니가 미쳤지,2020-07-22
238, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 먹고 싶어서 사봣다며 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020-07-22
239, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 아니 얘가 뭐가 착해보임 딱봐도 욕망덩어린데 사람들 진짜 너무 볼 줄 모른다,2020-07-22
240," [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 와,,,이거보고 그날 쿠캣에서4만원어치 질렀었는데 소름( ◡̉̈ )",2020-07-22
241, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 이야 백만원짜리 치즈볼 맛있겠어요,2020-07-22
242, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 관상은 과학이다,2020-07-22
243, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 치즈볼너무 맛있게 먹길래.. 진짜 추천인줄 알았는데..,2020-07-22
244, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 2:26 자아성찰,2020-07-22
245, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 관상.......과학.........,2020-07-22
246," [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 치즈볼이 650원밖에 안 하는 가격에 놀라고 소리와 치즈에 두 번 놀랐습니당,,,,",2020-07-22
247, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 애쓴다..,2020-07-22
248, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 대단하네 진짜,2020-07-22
249, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 개소름이네 진짜...와...,2020-07-22
250, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 똑~똑 소옹~ 진짜 빡도네;;,2020-07-22
251, [Nareum_TV] 나름TV SNS에서 난리난 650원짜리 쿠캣마켓 치즈볼!!! 치즈가 미쳤습니다🤦🏻‍♀ 치즈볼 + 떡볶이 + 만두까지 분식 먹방 KOREAN MUKBANG EATING SHOW 으 ㅋㅋㅋㅋ 지가 샀대,2020-07-22
252," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 치즈볼 🥯              치즈스틱🧀
0:18 0:18 0:18    0:37 0:37 0:37
0:22 0:22 0:22    0:49 0:49 0:49
0:27 0:27 0:27    0:52 0:52 0:52",2020-05-09
253," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) I’m feeling really cheesy right now 😆",2020-05-09
254," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 걍 묵묵 해서 좋다. 오바떨지도 않고 프리뷰도 없고 구독자들 의견반영도 잘 해주심 곧 400만 이시네요 축하드려요!!",2020-05-09
255," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 4:08 내가 생각하는 명장면",2020-05-09
256," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 치즈볼 만든 사람은 진짜 천재인거같다
어떻게 둥근 찹쌀 도너츠 같이 생긴곳에 치즈를 넣을 생각을 했을까",2020-05-09
257," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 진짜 다른 유튜버들은 문제생기고 논란생기고하는데 형님은 그런게 없으셔서 너무 보기좋네요",2020-05-09
258," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 다른 유튜버들은 치즈볼 안늘어 나던데 신기하게 떵개님만 치즈볼 치즈가 잘 늘어나는 느낌..?",2020-05-09
259," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 다른 유튜버들은 안 남기려고 진짜 억지로 욱여 넣고 그러는데 떵개님은 진짜 딱 보기 편하게 배부르면 안 먹고 그러는게 너무 좋음 .... 다른 먹방 유튜버들 음식 욱여서 넣는 거 보면 내가 체할 것 같음 .....",2020-05-09
260," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 솔직히 이정도로 거의 매일같이 드시는데 저정도로 살찐거면 엄청 안찐거 아닌가요ㅋㅋㅋ😆저였으면 기어다녔거나 움직이지도 못했을 수도😂",2020-05-09
261," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 0:18 Starteating
12:55 Endeating",2020-05-09
262," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 영상끝나고 해장으로 라면먹을듯",2020-05-09
263," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) I love how the mic is so intense~",2020-05-09
264," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 진짜 떵개님이 잘먹기도 하시는데 진짜 큰 사건 사고도 없고 너무 존경 스럽네요.",2020-05-09
265," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 飽きずに食べれるのすごいし、
はよ日本にチーズボールの出前こい",2020-05-09
266," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 4:49 i waited this moment for a long time. ( dip in the sauce)",2020-05-09
267," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 이쯤되면 진짜 건강이 걱정된다...",2020-05-09
268," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 0:18 치즈볼 Cheese ball
0:36 치즈스틱 Cheese stick
5:33 소스 찍은 치즈볼 Cheese ball sith sauce 
6:07 소스 찍은 치즈스틱 Cheese stick with sauce",2020-05-09
269," 떵개떵 쭉~ 늘어나는 치즈스틱, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 다이어트에 치명적인 영상....... 배고파 뒤질것 같습니다",2020-05-09
270, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 0:26 진짜 배우신 분,2020-02-05
271, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 2:00 드디어 초점이 !!!ㅜㅜㅜㅠㅠ,2020-02-05
272, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 다이어트 중에 보면 괴롭긴한데 내 심정을 대신해서 와구와구 먹어주시는 건 같아서 이것만 보게된다,2020-02-05
273, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 초점까지 먹는건 좀 ig~,2020-02-05
274, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 1:29처럼 멀리서 찍으면 ㄹㅇ 더 보기좋음 ㄹㅇ찐,2020-02-05
275," 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 9:55  ㅋㅋㅋㅋㅋㅋ 돼지멱따는소리
핵꿀잼",2020-02-05
276, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 맛있겠다 근데 너무 쩝쩝 소리.....,2020-02-05
277, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 게걸스럽게 먹는데 하나도 안드럽고 ㅈㄴ맛있어보임,2020-02-05
278, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 5:07 묻은거 신경쓰여 ..!!,2020-02-05
279, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 1:15차안에서 먹방?,2020-02-05
280," 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 3:33 오우,, 입술 쉣",2020-02-05
281, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 2:34 치이스벌,2020-02-05
282, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 1:15  이번엔 빅스비 버전,2020-02-05
283, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 저날 도대체 몇 칼로리를 먹은걸까??,2020-02-05
284," 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 처음 유투브 댓글달아요ㅎ
한참 웃었어용ㅎㅎ너무 맛있게 드세요ㅎㅎ꿀잼♡
잘보고 갑니당~^^",2020-02-05
285, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 9:55 돼지 멱따는소리,2020-02-05
286," 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 나도 방금 뿌링클 먹었는데ㅎㅎ
꿀맛~~",2020-02-05
287, 권회훈 SUB 나닮은 뿌링치즈볼+뿌링불닭쫄볶이+뿌링핫도그+꿀호떡 먹방. Mukbang 이거D!!!!!!!!!!!!!!!!!!!!!!!! 먹방 세팅 정석은 정면이지!!!!!!!!!!!!,2020-02-05
288," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 근데 확실히 20시간 굶고 먹으시는거라 그런지 평소보다 차분하신듯 두 분 다 ㅋㅋㅋㅋ",2020-07-07
289," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 음료 따를땤ㅋㅋㅋㅋㅋㅋㅋ
그거 아니야... 이르케 보여주는거야....
왤케 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2020-07-07
290," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 1:45 본형님 왤케 간절하게 쳐다보시냐고욬ㅋㅋㅋㅋ 누가보면 소연님이 먼저 드시는 줄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2020-07-07
291," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 하... 뿌링클 먹고싶다... 그냥 먹는 뿌링클도 맛있는데 배고플때 먹으면 핵꿀맛... 근데 본형님 뭔가 더 잘생겨지신거같아요!!! 머리때문인가!!!",2020-07-07
292," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 왜 두분은 갈수록 예쁘고 잘생겨지시는거같지,,?? 나빼고 모두 시간을 거스르는건가",2020-07-07
293," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 마이크도 안하고 왜 속삭이세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀여워영 ㅋㅋ",2020-07-07
294," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 다들 그러잖아 외국에 살아서 못먹는 외국인들보다 뿌링클 아는데 외국가서 못먹는 사람이 제일 불행하다고 그게 나야 진짜 먹고싶다",2020-07-07
295," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 2:15 이제부터 제 이름 뿌링클",2020-07-07
296," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 본형님이 음료수 따를때 그릏게 하는거 아니야....할때 넘 귀엽고  웃겨요 😍 🤦 씁.........아 맛있겠다........ㅠㅠ
그리고 굶다가 맛있는거 먹으면
세.젤.맛",2020-07-07
297," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 푸들커플님 진짜로 잘드시고 살빠져서 더 멋져지고 예뻐졌어요!!!! 통통하던 시절도 물론 멋지고 예뻤지만
뿌링클 치킨에 뿌링소스도 맛있지만 핫소스 추가해서 찍어먹으면 2배 아니 100000배는 더 맛있어요 매콤해서 치즈시즈닝이랑 딱 잘어울리고🔥🔥",2020-07-07
298," 푸들커플 [푸들커플] 20시간 굶고 먹는 뿌링클, 뿌링 치즈볼, 뿌링 핫도그ㅋㅋㅋ레알 미친맛.. 푸들커플 영상은 유튜브 알고리즘으로만 보다가 어느순간 재밌어서 구독눌렀는데 올라오는 영상들 안빼놓고 다 보는중이에요ㅠㅠㅠㅠ 혼자 흐뭇해서 실실대는 중ㅋㅋㅋㅋ 구독하길 잘했다는 생각 들어요ㅜㅜㅜ퓨ㅠㅠ 앞으로도 영상 많이찍어주시구 오래오래 가셔서 결혼까지 골인하시길🙏🙏 새로운 한 팬이❤💜❤",2020-07-07
